text_a	label
Hereford 0 Hull 1	B-ORG O B-ORG O
If more than one	O O O O
Ferrari F40 170 laps	B-MISC I-MISC O O
The American Stock Exchange said there was no after-hours activity .	O B-ORG I-ORG I-ORG O O O O O O O
to disqualify the national team of Burundi from the 21st African Cup of Nations ...	O O O O O O B-LOC O O B-MISC I-MISC I-MISC I-MISC I-MISC O
TEXAS 74 56 .569 -	B-ORG O O O O
Under the election rules citizens vote for a three-man presidency and House of Representatives for all Bosnia-Hercegovina and for assemblies and cantonal seats in either the Moslem-Croat Federation or the Republika Srbska .	O O O O O O O O O O O B-ORG I-ORG I-ORG O O B-LOC O O O O O O O O O B-LOC I-LOC O O B-LOC I-LOC O
Deputy Minister for Finance Ousmane Kaba said teams of inspectors would check government offices in the capital and the provinces to root out civil servants who drew salaries but had left their jobs , were dead , or had never existed .	O O O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Caddick 57.2 10 165 6 27.50	B-PER O O O O O
G. Whittall b Reiffel 11	B-PER I-PER O B-PER O
Turkish shares shed gains in profit-taking .	B-MISC O O O O O O
LONDON 1996-08-28	B-LOC O
Ginebra San Miguel beat Shell 120-103 ( 65-56 )	B-ORG I-ORG I-ORG O B-ORG O O O O
Botham dashed back to Portsmouth and took the field as the thrid over began .	B-PER O O O B-LOC O O O O O O O O O O
" I would like to inform you about my decision to break away from Pol Pot , Ta Mok , Son Sen 's dictatorial group , " he said in a copy of the statement obtained by Reuters .	O O O O O O O O O O O O O O B-PER I-PER O B-PER I-PER O B-LOC I-LOC O O O O O O O O O O O O O O O B-ORG O
( Note - contents are displayed in reverse order to that in the printed Journal )	O O O O O O O O O O O O O O B-ORG O
Fifty Russians die in clash with rebels-Interfax .	O B-MISC O O O O O O
15-21 , Brazil 's Foreign Relations Ministry said on Tuesday .	O O B-LOC O O O O O O O O
NOTE - Orii Corp makes automation equipment .	O O B-ORG I-ORG O O O O
" The embassy is issuing them travel documents for their return to their homeland .	O O O O O O O O O O O O O O O
Meanwhile , an appeal of a lawsuit filed by some 600 Names in California is still pending before the U.S. Court of Appeals for the Ninth Circuit , Chiate of the American Names Association said .	O O O O O O O O O O O B-MISC O B-LOC O O O O O B-ORG I-ORG I-ORG I-ORG O O B-ORG I-ORG O B-PER O O B-ORG I-ORG I-ORG O O
-DOCSTART-	O
Police said they found in his apartment two fake guns and a pistol that would only fire blanks . "	O O O O O O O O O O O O O O O O O O O O
Emnid Aug 25 41.0 34.0 7.0 10.0 6.0	B-ORG O O O O O O O
The State ( central ) Bank of Pakistan auctioned three- , five- and 10-year federal investment bonds worth 1.38 billion rupees on Tuesday .	O B-ORG I-ORG I-ORG I-ORG I-ORG O B-LOC O O O O O O O O O O O O O O O O
Doctors and medical staff from a hospital across the road from the station were at the scene of the accident within minutes and were able to treat the injured quickly , he added .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
A post-mortem report suggested he might have been tortured .	O O O O O O O O O O
Dealers said that the volume of longer-term government paper declined due to market nervousness .	O O O O O O O O O O O O O O O
Christopher Reeve -- Reeve was best known for playing the comic book hero Superman in four movies but his greatest heroics came in real life .	B-PER I-PER O B-PER O O O O O O O O O B-PER O O O O O O O O O O O O
soccer matches on Wednesday :	O O O O O
-DOCSTART-	O
England beat Pakistan by five wickets to win the first one-day ( 50 overs-a-side ) international at Old Trafford on Thursday .	B-LOC O B-LOC O O O O O O O O O O O O O O B-LOC I-LOC O O O
Gujral said India had national security concerns that made it impossible for New Delhi to sign the CTBT .	B-PER O B-LOC O O O O O O O O O B-LOC I-LOC O O O B-MISC O
Berlex also charges that Avonex is so similar to its MS drug , Betaseron , that it is a patent infringement .	B-ORG O O O B-MISC O O O O O O O O B-MISC O O O O O O O O
Winner owned by the Cheveley Park Stud and trained by Sir	O O O O B-ORG I-ORG I-ORG O O O O
NEG PLG YES CRS DEFLT NO FORCE MAJ IPMA 2	O O O O O O O O O O
-DOCSTART-	O
A U.S. appeals court on Tuesday gave Lloyd 's a reprieve , throwing out an injunction that the insurance giant said could have led to its collapse .	O B-LOC O O O O O B-ORG I-ORG O O O O O O O O O O O O O O O O O O O
Hong Kong 's Tsang sees growth , smooth transition .	B-LOC I-LOC O B-PER O O O O O O
ATLANTIC CITY , N.J. 1996-08-29	B-LOC I-LOC O B-LOC O
CINCINNATI AT FLORIDA ( doubleheader )	B-ORG O B-LOC O O O
Eyewitnesses said six crew members had also been allowed to leave the aircraft .	O O O O O O O O O O O O O O
USDA Thursday forecast U.S. agricultural exports in fiscal year 1997 would decline to $ 58 billion , down $ 2 billion from the record $ 60 billion seen for fiscal 1996 .	B-ORG O O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Salang tunnel reopened linking Kabul with north .	B-LOC O O O B-LOC O O O
The IOC tender had " a bearish impact , but not a great impact , " one German player said .	O B-ORG O O O O O O O O O O O O O O O B-MISC O O O
STOCKS TO WATCH	O O O
3. Sally Barsosio ( Kenya ) 14:58.29	O B-PER I-PER O B-LOC O O
--	O
Two Thai border policemen were seriously wounded on Sunday when members of a Burmese rebel splinter faction ambushed their patrol in northwest Thailand , security officers said .	O B-MISC O O O O O O O O O O O B-MISC O O O O O O O O B-LOC O O O O O
3. Haga 38:32.040	O B-PER O
'	O
Clinton wins Democratic re-nomination .	B-PER O B-MISC O O
0515 GMT	O B-MISC
The truce , the latest of several , was agreed in talks on Thursday between Russian peacemaker Alexander Lebed and rebel chief-of-staff Aslan Maskhadov .	O O O O O O O O O O O O O O O B-MISC O B-PER I-PER O O O B-PER I-PER O
Prasad Wagle , another former senior JavaSoft engineer who is among the founding engineers at Internet Startup , said the new company aims to build software infrastructure using Java to make networked applications ubiquitious .	B-PER I-PER O O O O B-ORG O O O O O O O O B-ORG I-ORG O O O O O O O O O O O B-MISC O O O O O O
Brush Wellman Inc said Monday that 10 of 24 lawsuits involving chronic beryllium disease have been dismissed since July 1 .	B-ORG I-ORG I-ORG O O O O O O O O O O O O O O O O O O
( 87th ) .	O O O O
division soccer matches on Sunday :	O O O O O O
Several hurdles must be overcome before the method is used in human trials .	O O O O O O O O O O O O O O
-DOCSTART-	O
Reeve , 43 , was classically trained as an actor but became the prototypical handsome leading man .	B-PER O O O O O O O O O O O O O O O O O
Results of semi-final round games played on late Sunday in the Philippine Basketball Association second conference , which includes American players :	O O O O O O O O O O O B-ORG I-ORG I-ORG O O O O O B-MISC O O
TENNIS - STICH GLAD HE STAYED AFTER OPEN VICTORY .	O O B-PER O O O O B-MISC O O
STOCKHOLM 1996-08-29	B-LOC O
- Cabinet meeting establishes five new administrative regions and four new departments as part of government decentralisation policy .	O O O O O O O O O O O O O O O O O O O
2. Moore	O B-PER
Bumping Agassi up to the sixth seeding avoided the possibility that he would run into Sampras as early as the quarter-finals , but they could lock horns in the semis .	O B-PER O O O O O O O O O O O O O B-PER O O O O O O O O O O O O O O O
Mulder missed the first test in Durban with back spasms and failed a fitness check on Thursday .	B-PER O O O O O B-LOC O O O O O O O O O O O
Eight of the rebels were killed in Van province , five in Sirnak and four in Hakkari .	O O O O O O O B-LOC O O O O B-LOC O O O B-LOC O
drawn , lost , winning percentage , games behind first place )	O O O O O O O O O O O O
said Bertram , who also read out extracts from Lauck 's material praising Hitler as " the greatest of all leaders " and describing the Nazi slaughter of millions of Jews as a myth .	O B-PER O O O O O O O B-PER O O O B-PER O O O O O O O O O O O B-MISC O O O O B-MISC O O O O
+3 Jim Furyk through 16	O B-PER I-PER O O
Glamorgan 5 points , Kent 6 .	B-ORG O O O B-ORG O O
- SPEECH / 96 / 202 : Speech by European Commissioner Anita Gradin at the World Congress against Sexual Exploitation of Children in Stockholm .	O O O O O O O O O B-MISC O B-PER I-PER O O B-MISC I-MISC I-MISC I-MISC I-MISC I-MISC I-MISC O B-LOC O
Sentiment is a bit gloomy because people are focusing on the weak recovery in the economy at the moment , " said a dealer with a European bank .	O O O O O O O O O O O O O O O O O O O O O O O O O O B-MISC O O
He told reporters a court order not to talk about his case kept him from detailing how he has fulfilled his pledge to find the killers .	O O O O O O O O O O O O O O O O O O O O O O O O O O O
Stranraer 1 Livingston 2	B-ORG O B-ORG O
" We expect from Syria , if its face is to peace , that it will answer Israel 's message to enter peace negotiations because that is our goal , " he said . "	O O O O B-LOC O O O O O O O O O O O O B-LOC O O O O O O O O O O O O O O O O O
" But Ukraine cannot be economically oriented on Russia , even though those in some circles push us to do that . "	O O B-LOC O O O O O B-LOC O O O O O O O O O O O O O O
Deficit / surplus Jul +282.1 - 380.6 +230.4 -	O O O O O O O O O
LG 44 5 56 .443 17	B-ORG O O O O O
Men 's singles	O O O
Results of weekend matches	O O O O
Play initially was interrupted for more than 3-1/2 hours before resuming for two hours .	O O O O O O O O O O O O O O O
DUBAI 1996-08-26	B-LOC O
1. William Tanui ( Kenya ) 3:54.57	O B-PER I-PER O B-LOC O O
" There 's absolutely no economic or financial or political reason for us to change .	O O O O O O O O O O O O O O O O
3. Paul Koech ( Kenya ) 26:56.78	O B-PER I-PER O B-LOC O O
" We want to help turn down the rhetoric in a country that borders former Yugoslavia yet in which people are still talking about secession , " he added .	O O O O O O O O O O O O O O O B-LOC O O O O O O O O O O O O O O
Lamonts Apparel files reorganization plan .	B-ORG I-ORG O O O O
" Its just desserts for all the ' bolos ' ( drunkards ) who sleep in the streets of our beautiful town , " said a woman who worked in the local market .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
ATLANTA AT PITTSBURGH	B-ORG O B-LOC
" This squad is currently the basis of my planning for the 1998 World Cup , " Vogts said . "	O O O O O O O O O O O O O B-MISC I-MISC O O B-PER O O O
Marc Dutroux , the chief accused in Belgium 's sensational child murder and sex abuse case , visited Slovakia a number of times and about 10 young Slovak women went to Belgium at his invitation , police said on Tuesday .	B-PER I-PER O O O O O B-LOC O O O O O O O O O O B-LOC O O O O O O O O B-MISC O O O B-LOC O O O O O O O O O
-DOCSTART-	O
Two people were killed and six were injured after a helicopter crashed in bad weather in northern Cambodia , a government minister said on Wednesday .	O O O O O O O O O O O O O O O O O B-LOC O O O O O O O O
Anderlecht 4 1 3 0 9 3 6	B-ORG O O O O O O O
, at midday and told doctors that she had been paralysed by the disease .	O O O O O O O O O O O O O O O
Britain 's Princess Diana has sent a message to seriously ill Mother Teresa , the nun to whom she has turned several times for spiritual guidance .	B-LOC O O B-PER O O O O O O O B-PER I-PER O O O O O O O O O O O O O O
Richard Gephardt and Sen .	B-PER I-PER O O O
Contributing to the peso 's weakness , another dealer said banks who might have sold greenbacks in Monday 's trading appeared to shy away from the market .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The venue of Atletico 's first league game , scheduled for Sunday , is still in doubt with the Real Madrid 's Santiago Bernabeu a distinct possibility .	O O O B-ORG O O O O O O O O O O O O O O O B-ORG I-ORG O B-LOC I-LOC O O O O
6-3	O
Swindon 1 Oldham 0	B-ORG O B-ORG O
September 18 is regarded as tentative because we still have not received the order to fix it on the agenda , " said an official at parliament 's agenda section .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
6. Michael Marsh ( U.S. ) 20.43	O B-PER I-PER O B-LOC O O
Division three	O O
Naphtha 50-75 75-100 50-75	O O O O
( Azerbaijan ) 1 ( 0-0 )	O B-LOC O O O O O
SOCCER - LEADING FRENCH LEAGUE SCORERS .	O O O B-MISC O O O
July foil output was off 0.2 percent year-on-year at 11,525 tonnes , while foil shipments fell 0.8 percent to 11,244 tonnes .	O O O O O O O O O O O O O O O O O O O O O O
-DOCSTART-	O
About 1,000 people have been killed in Egypt since Islamic militants took up arms in 1992 in an attempt to overthrow the government and set up a strict Islamic state .	O O O O O O O B-LOC O B-MISC O O O O O O O O O O O O O O O O O O B-MISC O O
An Amtrak train struck a logging truck early on Tuesday and derailed , Vermont state police said .	O B-ORG O O O O O O O O O O O B-LOC O O O O
Overall on day :	O O O O
the side with the most successful record against the others ) .	O O O O O O O O O O O O
St George 20 North Queensland 24	B-ORG I-ORG O B-ORG I-ORG O
Marseille 3 1 1 1 5 4 4	B-ORG O O O O O O O
Cincinnati 4 COLORADO 3	B-ORG O B-ORG O
Alex O'Brien ( U.S. ) beat Nicolas Lapentti ( Ecuador ) 6-4 1-6 6-4 6-3	B-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O O O O O
BRASILIA 1996-08-28	B-LOC O
- Mexico City newsroom 525 728-9559	O B-LOC I-LOC O O O
Aid agency says Sudan missionaries released .	O O O B-LOC O O O
Rosenborg 20 14 4 2 68 21 46	B-ORG O O O O O O O
The Financial Times-Stock Exchange index of 100 leading British shares ended 1.8 points lower at 3,905.7 .	O B-MISC I-MISC I-MISC O O O O B-MISC O O O O O O O O
Sint Truiden 4 1 0 3 4 11 3	B-ORG I-ORG O O O O O O O
Two Russian-built hovercrafts , capable of carrying up to 50 tons each , will begin ferrying passengers and cargo up and down the huge river from its mouth at Belem by the end of the year , Brazil 's Amazon Affairs Department said in a statement .	O B-MISC O O O O O O O O O O O O O O O O O O O O O O O O O O O B-LOC O O O O O O O B-LOC O B-ORG I-ORG I-ORG O O O O O
This year 's race , the route of which was keep a secret until Friday evening , is being held near Pemberton , British Columbia , about 100 miles ( 160 km ) northeast of Vancouver .	O O O O O O O O O O O O O O O O O O O O O B-LOC O B-LOC I-LOC O O O O O O O O O O B-LOC O
Qualifier vs. Christian Rudd ( Norway )	O O B-PER I-PER O B-LOC O
8 ( 80 )	O O O O
Nancy 0 Paris St Germain 0 .	B-ORG O B-ORG I-ORG I-ORG O O
The boxes will be made on a build-to-order basis .	O O O O O O O O O O
Collective farms and Ukraine 's nascent private farming sector have no money for fertiliser , no money for herbicides and pesticides , no money to repair old or buy new machinery , no money for fuel , and none to buy good seed .	O O O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Leaders of Iraq 's two main Kurdish factions agreed on Friday to end six days of fighting and to attend U.S.-mediated peace talks next month , the State Department said .	O O B-LOC O O O B-MISC O O O O O O O O O O O O O B-MISC O O O O O O B-ORG I-ORG O O
" If we follow this we 'll be able to sell 10 million tonnes of grain by the year 2000 , " Borkus said .	O O O O O O O O O O O O O O O O O O O O O O B-PER O O
Nepal 's king leaves on week-long visit to China .	B-LOC O O O O O O O B-LOC O
The pensioner , named only as Pietro T. , told investigators he was infected with HIV , the AIDS virus , and his wife had died of the disease .	O O O O O O B-PER I-PER O O O O O O O B-MISC O O B-MISC O O O O O O O O O O O
Fifth-seed Iva Majoli of Croatia was picked off by Austrian Judith Wiesner and Wimbledon semifinalist Kimiko Date of Japan , the 10th seed , fell 6-2 7-5 to 53rd-ranked American Kimberly Po .	O B-PER I-PER O B-LOC O O O O B-MISC B-PER I-PER O B-MISC O B-PER I-PER O B-LOC O O O O O O O O O O B-MISC B-PER I-PER O
LIBERIA , Costa Rica 1996-08-26	B-LOC O B-LOC I-LOC O
Warrington 21 12 0 9 555 499 24	B-ORG O O O O O O O
lost , winning percentage and games behind ) :	O O O O O O O O O
The officials had been positive about Kinkel 's request on Wednesday that President Boris Yeltsin 's security chief Alexander Lebed should , on his return to Moscow , meet Tim Goldiman , the OSCE representative responsible for Chechnya , he said .	O O O O O O B-PER O O O O O O B-PER I-PER O O O B-PER I-PER O O O O O O B-LOC O O B-PER I-PER O O B-ORG O O O B-LOC O O O O
" The Constitutional Rights Project ( CRP ) believes that William Istafanus , Elisha Shamay , O.K. Likkason and Jerome Egurugbe were arrested because of their role in the ongoing ASUU ( Academic Staff Union of Universities ) strike , " the group said in a statement .	O O B-ORG I-ORG I-ORG O B-ORG O O O B-PER I-PER O B-PER I-PER O B-PER I-PER O B-PER I-PER O O O O O O O O O B-ORG O B-ORG I-ORG I-ORG I-ORG I-ORG O O O O O O O O O O O
Officials from the Organisation for Security and Cooperation in Europe ( OSCE ) are considering the postponement following allegations of serious irregularities in the registration of Serb refugees .	O O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O B-ORG O O O O O O O O O O O O O O B-MISC O O
Turkey 's Kurd rebels kill two , take three hostage .	B-LOC O B-MISC O O O O O O O O
To bat : R. Croft , D. Cork , A. Mullally	O O O B-PER I-PER O B-PER I-PER O B-PER I-PER
JERUSALEM 1996-08-25	B-LOC O
7. Takeishi 38:34.999	O B-PER O
Dutch couple kidnapped in Costa Rica .	B-MISC O O O B-LOC I-LOC O
Inzamam-ul-Haq not out 37	B-PER O O O
Note - LG and OB , Ssangbangwool and Hanwha played two games .	O O B-ORG O B-ORG O B-ORG O B-ORG O O O O
Result of an English premier	O O O B-MISC O
Its service is being introduced in selected markets across the United States .	O O O O O O O O O O B-LOC I-LOC O
Necaxa 3 1 1 1 6 4 4	B-ORG O O O O O O O
While 57 percent of the population supported negotiations with ETA ( Basque Homeland and Freedom ) , 30 percent opposed it , the survey by the state-controlled Centre for Sociological Studies ( CIS ) found .	O O O O O O O O O B-ORG O B-ORG I-ORG I-ORG I-ORG O O O O O O O O O O O O B-ORG I-ORG I-ORG I-ORG O B-ORG O O O
" No searches , no arrests , no police reinforcements visible on the island , despite the ministry 's promises , " the daily France-Soir lamented .	O O O O O O O O O O O O O O O O O O O O O O O O B-ORG O O
He described the condition of the property market as " very good indeed " .	O O O O O O O O O O O O O O O
-DOCSTART-	O
Southampton 3 0 1 2 2 4 1	B-ORG O O O O O O O
Monaco 3 1 1 1 5 3 4	B-ORG O O O O O O O
The majority shareholder , with 51 percent , or 353.24 million shares , is Jiangling Motors Group .	O O O O O O O O O O O O O O B-ORG I-ORG I-ORG O
-DOCSTART-	O
However , a spokesman for Prime Minister Gulbuddin Hekmatyar , a long-time rival of Masood , expressed concern at signs of renewed U.S. interest in Afghanistan .	O O O O O O O B-PER I-PER O O O O O B-PER O O O O O O O B-LOC O O B-LOC O
-- Amsterdam Newsroom +31 20 504 5000	O B-ORG I-ORG O O O O
6. Leah Pells ( Canada ) 4:05.64	O B-PER I-PER O B-LOC O O
The Bradys walked on to the stage , he on her arm and with the aid of a cane , to a rousing reception from the convention .	O B-PER O O O O O O O O O O O O O O O O O O O O O O O O O O
7,000 .	O O
Obree was forced to pull out of his title defence because of a viral infection .	B-PER O O O O O O O O O O O O O O O
Aggregate 2-2 .	O O O
Leading stories in the Greek financial press :	O O O O B-MISC O O O
He is being asked for the source of his information and who gave him this confidential document , " one colleague told Reuters .	O O O O O O O O O O O O O O O O O O O O O O B-ORG O
Attendance : 18,000	O O O
Radio stations said around 15,000 farmers , angered by a fall in beef prices following the mad cow disease crisis , staged protests in many areas and blockaded several main roads and motorways .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
-- Gordana Kukic , Belgrade Newsroom +381 11 222 4254	O B-PER I-PER O B-ORG I-ORG O O O O
6. Dugmore 152	O B-PER O
A club statement said : " The directors of Raith Rovers FC invited Jimmy Thomson to relinquish the post of manager and to resume his former position as youth team coach .	O O O O O O O O O B-ORG I-ORG I-ORG O B-PER I-PER O O O O O O O O O O O O O O O O O
In Baltimore , Don Wengert threw a nine-hitter for his first shutout and Jose Herrera had a two-run double in a three-run fifth inning as the Oakland Athletics blanked the Baltimore Orioles 3-0 .	O B-LOC O B-PER I-PER O O O O O O O O B-PER I-PER O O O O O O O O O O O B-ORG I-ORG O O B-ORG I-ORG O O
Raichev said a lock-out with military air controllers was impossible as they did not speak English .	B-PER O O O O O O O O O O O O O O B-MISC O
( in million HK$ unless stated )	O O O B-MISC O O O
The reaction is likely to disappoint British farmers , who seized on research by Oxford scientists in the scientific journal Nature saying it would be hard to get rid of the disease any faster than 2001 without killing vast numbers of cattle .	O O O O O O B-MISC O O O O O O O B-ORG O O O O O B-ORG O O O O O O O O O O O O O O O O O O O O O O
" These are not like missing window panes or broken desks .	O O O O O O O O O O O O
1. Svetlana Samokhalova ( Russia ) 28 points ( in 32	O B-PER I-PER O B-LOC O O O O O O
Ata-ur-Rehman 2 2 2 10 10no -	B-PER O O O O O O
fixtures for August 30 to September 1 :	O O O O O O O O
As an example of just how dry it was , data showed that between October 1 , 1995 and March 1 , 1996 , the state received an average of only 4.6 inches of rainfall .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
SEATTLE 1996-08-29	B-LOC O
-- Tokyo Commodities Desk ( 81-3 3432 6179 )	O B-ORG I-ORG I-ORG O O O O O
on Friday :	O O O
Gloria Bistrita - Ilie Lazar ( 32nd ) , Eugen Voica ( 84th )	B-ORG I-ORG O B-PER I-PER O O O O B-PER I-PER O O O
Kubo said he would make a decision on the need for a supplementary budget after an announcement in mid-September of Japan 's gross domestic product for the April-June quarter .	B-PER O O O O O O O O O O O O O O O O O O O B-LOC O O O O O O O O O
" Remarkably both the train driver and the truck driver were not injured , " the rail spokesman said .	O O O O O O O O O O O O O O O O O O O O
" The wheat will not be of a good quality this year , " said Hryhory Borsuk , a scientist at the Mironivka Wheat Institute , run by the Ukrainian Academy of Agrarian Sciences .	O O O O O O O O O O O O O O O B-PER I-PER O O O O O B-ORG I-ORG I-ORG O O O O B-ORG I-ORG I-ORG I-ORG I-ORG O
The foot , which washed up on Sullivan 's Island beach this month , was amputated three years ago from a child whose legs were deformed .	O O O O O O O B-LOC I-LOC I-LOC O O O O O O O O O O O O O O O O O
In the previous auction on July 11 , it accepted bids worth 300 million rupees at par for three-year bonds , 44.5 million rupees at par for five-year bonds and 782.6 million rupees at par for 10-year bonds .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Tekstilshik Kamyshin 2 Krylya Sovetov Samara 1	B-ORG I-ORG O B-ORG I-ORG I-ORG O
Audi would have been able to report a profit 300 million marks higher in 1995 if exchange rates had stayed the same as in 1994 , Demel had told a shareholder meeting last April .	B-ORG O O O O O O O O O O O O O O O O O O O O O O O O O B-PER O O O O O O O O
" Determined and credible efforts to rein in unsustainable fiscal positions ( are ) often rewarded by rising confidence , giving favourable effects on economic activity even in the short term , " it said .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
TBN 30 15/9 Constanza / Inia $ 700,000 IOC .	B-ORG O O B-LOC O B-LOC O O B-ORG O
Championship standings after seven rounds :	O O O O O O
Promodes set to sell German assets - paper .	B-ORG O O O B-MISC O O O O
In Colorado , Mark Thompson threw an eight-hitter for his third complete game and Ellis Burks homered and drove in three runs as the Colorado Rockies beat the Pittsburgh Pirates 9-3 .	O B-LOC O B-PER I-PER O O O O O O O O O B-PER I-PER O O O O O O O O B-ORG I-ORG O O B-ORG I-ORG O O
Chernomorets Novorossiisk 2 Rostselmash Rostov 1	B-ORG I-ORG O B-ORG I-ORG O
5. Wales 8.54	O B-LOC O
TIRANA 1996-08-22	B-LOC O
The rest of the side is made up mainly of Moslem Arabs .	O O O O O O O O O O B-MISC I-MISC O
Germany said on Thursday it had received assurances from the Russian government that its forces would observe the latest ceasefire in Chechnya .	B-LOC O O O O O O O O O B-MISC O O O O O O O O O O B-LOC O
Among the council 's five permanent members , Russia and the United States appeared to support most elements of the Chilean proposal , while Britain , France and China were cautious .	O O O O O O O O B-LOC O O B-LOC I-LOC O O O O O O O B-MISC O O O B-LOC O B-LOC O B-LOC O O O
Police said they made 30 arrests and there were two stabbings .	O O O O O O O O O O O O
Bondholders , other unsecured non-trade creditors , and existing shareholders also will receive warrants entitling them to roughly 800,000 shares when the company 's market capitalization reaches $ 25 million .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Postponed : Peterborough v Notts County , Wrexham v Bristol	O O B-ORG O B-ORG I-ORG O B-ORG O B-ORG
( in billions of yen unless specified )	O O O O O O O O
" The workers keep on gathering in the centre of the town , " the factory 's general manager Vukasin Filipovic told Reuters . "	O O O O O O O O O O O O O O O O O O O B-PER I-PER O B-ORG O O
Parramatta 21 10 1 10 388 391 21	B-ORG O O O O O O O
Waterville WA 5.05 up .02 --- --- 4.6200 unc	B-LOC B-LOC O O O O O O O
In San Francisco , Osvaldo Fenandez fired a seven-hitter and Trenidad Hubbard belted a two-run homer as the San Francisco Giants ended a three-game losing streak by defeating the Montreal Expos , 7-2 .	O B-LOC I-LOC O B-PER I-PER O O O O B-PER I-PER O O O O O O B-ORG I-ORG I-ORG O O O O O O O O B-ORG I-ORG O O O
By Wednesday , the whereabouts of the eight hostages was still not known , the sources said .	O O O O O O O O O O O O O O O O O O
Women 's discus	O O O
Inter Bratislava 0 Slovan Bratislava 2	B-ORG I-ORG O B-ORG I-ORG O
G. Thorpe st Moin Khan b Aamir Sohail 23	B-PER I-PER O B-PER I-PER O B-PER I-PER O
