text_a	label
He will be replaced by Eliahu Ben-Elissar , a former Israeli envoy to Egypt and right-wing Likud party politician .	O O O O O B-PER I-PER O O O B-MISC O O B-LOC O O B-ORG O O O
But it slammed Damascus for creating what it called a dangerous atmosphere .	O O O B-LOC O O O O O O O O O
Mats Wilander ( Sweden ) vs. Tim Henman ( Britain )	B-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O
- 1 John Cook through 5	O O B-PER I-PER O O
Port Vale 2 0 2 0 2 2 2	B-ORG I-ORG O O O O O O O
Reuters has not verified these stories and does not vouch for their accuracy .	B-ORG O O O O O O O O O O O O O
SPA-FRANCORCHAMPS , Belgium 1996-08-25	B-LOC O B-LOC O
Paribas Capital Markets OTC options specialist Robert Coughlan said that if volatility continued lower for the rest of Friday in over-the-counter 10-year Bunds , it should be higher next Tuesday .	B-ORG I-ORG I-ORG I-ORG O O B-PER I-PER O O O O O O O O O O O O O O B-MISC O O O O O O O O
Richard Finn	B-PER I-PER
BELGRADE 1996-08-25	B-LOC O
It was the fifth attack on police this month in the southern province , a hot spot of ethnic tension where the Albanian majority have boycotted Serbian institutions and set up their own , which are considered illegal by Belgrade .	O O O O O O O O O O O O O O O O O O O O O O B-MISC O O O B-MISC O O O O O O O O O O O O B-LOC O
MOODY AA1 LISTING LUX PAY FREQ =	O O O O O O O
-DOCSTART-	O
" I hope I can get into the last 16 , " said Hingis , seeded to face third seed Arantxa Sanchez Vicario in the fourth round .	O O O O O O O O O O O O O B-PER O O O O O O B-PER I-PER I-PER O O O O O
CHICAGO 1996-08-22	B-LOC O
Aides said Clinton planned to spend most of Thursday in his hotel room several miles ( km ) from the convention hall working on his speech .	O O B-PER O O O O O O O O O O O O O O O O O O O O O O O O
5. Giunluca Gorini ( Italy ) Aki 45	O B-PER I-PER O B-LOC O B-ORG O
" We 're always concerned about aflatoxin but we 're on top of it , " Glickman told reporters after addressing a USDA-sponsored farmers ' market .	O O O O O O O O O O O O O O O O B-PER O O O O O B-MISC O O O O
WESTERN DIVISION	B-MISC I-MISC
Yorkshire 529-8 declared	B-ORG O O
No one was injures , he said .	O O O O O O O O
Attendance 4,000 .	O O O
Dean Palmer hit his 30th homer for the Rangers .	B-PER I-PER O O O O O O B-ORG O
" If you had been struck ...	O O O O O O O
SWP said it was analyzing potential partnerships with hog farmers and expected the first deal to be in place in 1997 .	B-ORG O O O O O O O O O O O O O O O O O O O O O
Both drugs are types of interferon .	O O O O O O O
America 3 1 0 2 5 7 3	B-ORG O O O O O O O
Gopal Sharma	B-PER I-PER
" Not everything has gone well .	O O O O O O O
But Wijffels was unable to quantify second half investment to improve and extend domestic and offshore services .	O B-PER O O O O O O O O O O O O O O O O
It also cited the potential problem of a two-tiered market in which market makers quote one price to public investors while quoting better prices in private systems , thus robbing investors without access to " hidden " quotes the benefit of the best available prices .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
( CZK ) ( CZK ) ( shares ) ( CZK 000 's )	O O O O O O O O O O O O O O
9. Wolfgang Kotzmann - Franz Stocher ( Austria ) 5	O B-PER I-PER O B-PER I-PER O B-LOC O O
Did not qualify ( times did not meet qualifying standard ) :	O O O O O O O O O O O O
A group of Italian comics hope the joke will be on separatist leader Umberto Bossi next month when they lead the ancient Etruscan town of Orvieto in a mock split from Rome .	O O O B-MISC O O O O O O O O O B-PER I-PER O O O O O O O B-MISC O O B-LOC O O O O O B-LOC O
You have to concentrate for these two weeks . "	O O O O O O O O O O
Moyer retired 11 straight batters between the third and seventh innings and threw two or fewer pitches to 11 of the 29 batters he faced .	B-PER O O O O O O O O O O O O O O O O O O O O O O O O O
Foreign ministry officials gave no details of the issues the king , who was accompanied by Foreign Minister Prakash Chandra Lohani , would discuss with Chinese leaders .	O O O O O O O O O O O O O O O O O O B-PER I-PER I-PER O O O O B-MISC O O
" At this point , it is a sufficiently important decision that I 'm confident that they will appeal , " he said . "	O O O O O O O O O O O O O O O O O O O O O O O O O
The Greek socialist party 's executive bureau gave the green light to Prime Minister Costas Simitis to call snap elections , its general secretary Costas Skandalidis told reporters .	O B-MISC O O O O O O O O O O O O B-PER I-PER O O O O O O O O B-PER I-PER O O O
Peres is expected to fly home on Friday , officials said .	B-PER O O O O O O O O O O O
The issue is the protection of consumers ' health and the rapid eradication of BSE , " he added .	O O O O O O O O O O O O O O B-MISC O O O O O
A header from Helmer and an acrobatic strike from Klinsmann gave Bayern a two-goal cushion at halftime .	O O O B-PER O O O O O B-PER O B-ORG O O O O O O
Fastest lap : Aoki 147.786 kph	O O O B-PER O O
10. Shiya Takeishi ( Japan ) Kawasaki 38:52.271	O B-PER I-PER O B-LOC O B-ORG O
The European Commission said on Thursday it would study scientific reports saying Britain 's mad cow epidemic would die out by 2001 but offered little prospect the findings would change an agreed slaughter campaign .	O B-ORG I-ORG O O O O O O O O O B-LOC O O O O O O O O O O O O O O O O O O O O O O
-- Finance ministry scrambles to find temporary solution to regulation which slaps a 15 percent tax rate on gains from trading of bonds and coupons by mutual funds	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Jiul Petrosani 1 Dinamo Bucharest 0	B-ORG I-ORG O B-ORG I-ORG O
McGrath left out of Ireland World Cup squad .	B-PER O O O B-LOC B-MISC I-MISC O O
0-1 .	O O
Attendance : 5,000	O O O
-DOCSTART-	O
In the first half , the company said it produced 8,333 vehicles and sold 9,018 , but it did not explain the difference .	O O O O O O O O O O O O O O O O O O O O O O O O
Exports 14,494 14,153 56,126 56,261	O O O O O
But Meri , 67 , has been accused in parliament of taking too much power and not always consulting parliamentarians before making decisions .	O B-PER O O O O O O O O O O O O O O O O O O O O O O
It 's an inexorable change . "	O O O O O O O
16. Jean-Pierre Van Zyl ( South Africa ) 1:07.258	O B-PER I-PER I-PER O B-LOC I-LOC O O
Kieran Murray	B-PER I-PER
The factions should agree to appoint a transitional leader , draft a new constitution , collect heavy weapons , create a national army and hold free elections in which the transitional leader would be barred from standing , he added .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
played , won , drawn , lost , goals for , goals against , points ) :	O O O O O O O O O O O O O O O O O
Essex 13 7 2 4 45 43 212	B-ORG O O O O O O O
But Graf , winner of 20 Grand Slam titles , was not about to join that list .	O B-PER O O O O B-MISC I-MISC O O O O O O O O O O
Tokyo Soir - 1996 parent forecast .	B-ORG I-ORG O O O O O
-DOCSTART-	O
2. Corser 269	O B-PER O
Bystanders at the scene said work had begun on the building in 1991 and it had yet to be completed when the Israeli police bulldozed it .	O O O O O O O O O O O O O O O O O O O O O O B-MISC O O O O
BALTIMORE 1996-08-22	B-LOC O
Under the agreement , which followed talks in Miami this week , AMR also will be allowed to shift up to four of the weekly flights it now operates between Miami and Colombia to its New York gateway .	O O O O O O O O B-LOC O O O B-ORG O O O O O O O O O O O O O O O O O B-LOC O B-LOC O O B-LOC I-LOC O O
Gazeta Shqiptare said the " Book of Mass ' , by Gjon Buzuku , dating from 1555 and discovered in 1740 in a religious seminary in Rome , was the first major document published in the Albanian language .	B-ORG I-ORG O O O B-MISC I-MISC I-MISC O O O B-PER I-PER O O O O O O O O O O O O O B-LOC O O O O O O O O O B-MISC O O
"	O
DOHUK , Iraq 1996-08-23	B-LOC O B-LOC O
" With the unemployment rate staying close to about 5.5 percent over the last two years , there is a good chance the rate will slowly drop to about 5.0 percent by the end of the year , " Goldstein said .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PER O O
BASEBALL - MAJOR LEAGUE RESULTS SATURDAY .	O O B-MISC I-MISC O O O
Senegal cholera outbreak kills five .	B-LOC O O O O O
But the Nepali government said the insurgents must give up violence before it negotiates with them .	O O B-MISC O O O O O O O O O O O O O O
+3 Tom Lehman through 11	O B-PER I-PER O O
League favourites PSG scored a convincing 1-0 win over Nantes and confirmed they would again be the team to beat this season .	O O B-ORG O O O O O O B-ORG O O O O O O O O O O O O O
Three out of four Swedish babies born to mothers who caught measles developed serious cases of Crohn 's disease , the researchers said .	O O O O B-MISC O O O O O O O O O O O B-PER O O O O O O O
Clinton flew in by helicopter from Michigan City , Indiana , after ending a four-day , 559-mile trip aboard a campaign train from Washington .	B-PER O O O O O B-LOC I-LOC O B-LOC O O O O O O O O O O O O O B-LOC O
OSLO 1996-08-29	B-LOC O
9,215,000.00	O
15. Pedro Diniz ( Brazil ) Ligier 22	O B-PER I-PER O B-LOC O B-ORG O
-DOCSTART-	O
Cruzeiro 2 Vitoria 1	B-ORG O B-ORG O
PHILADELPHIA 53 78 .405 29	B-ORG O O O O
CINCINNATI 63 62 .504 3 1/2	B-ORG O O O O O
April ' 96 March ' 96 Jan-April ' 96 Jan-April ' 95	O O O O O O O O O O O O
SOCCER - POLAND TIES CYPRUS 2-2 IN FRIENDLY MATCH .	O O B-LOC O B-LOC O O O O O
LONDON 1996-08-23	B-LOC O
will go to ( Jerusalem 's ) Al-Aqsa mosque and pray .	O O O O B-LOC O O B-LOC O O O O
Pay Sept 30	O O O
MANCHESTER , England 1996-08-27	B-LOC O B-LOC O
Auckland 21 11 0 10 406 389 22	B-ORG O O O O O O O
PUT D 94.00 PCT 0.94 DEM 2.40 PCT 101.40 X	O O O O O B-MISC O O O O
Clinton is leading Dole by as much as 15 points according to some polls .	B-PER O O B-PER O O O O O O O O O O O
Earlier Botham arrived in Portsmouth from Southampton only to be told his services would not be required .	O B-PER O O B-LOC O B-LOC O O O O O O O O O O O
The devastating opening pair of Jayasuriya and Romesh Kaluwitharana shared a fine first wicket stand of 129 to the delight of the 25,000 fans .	O O O O O B-PER O B-PER I-PER O O O O O O O O O O O O O O O O
2. England 8.61	O B-LOC O
Standings ( tabulated under played , won , drawn , lost , goals	O O O O O O O O O O O O O
Winners progress to qualifying groups to start in October .	O O O O O O O O O O
Swiss Bank Corp sets warrants on DTB-Bund-Future .	B-ORG I-ORG I-ORG O O O B-MISC O
ANKARA 1996-08-27	B-LOC O
Antwerp 1 Lommel 4	B-ORG O B-ORG O
About 350 adventurers from nine countries set out on Saturday to climb , raft , bike and run in a 323-mile ( 517-km ) endurance race through the Canadian wilderness .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MISC O O
Quigley , a former medallist in the points event , led the race at half distance . "	B-PER O O O O O O O O O O O O O O O O O
Redgrave is one of only five athletes who have won gold medals at four successive Olympics .	B-PER O O O O O O O O O O O O O O B-MISC O
Cesena 3 Roma 1	B-ORG O B-ORG O
JOHANNESBURG 1996-08-28	B-LOC O
-DOCSTART-	O
-- U.S. Municipal Desk , 212-859-1650	O B-ORG I-ORG I-ORG O O
Ukraine celebrates five years of independence from Kremlin rule on Saturday , hailing civil and inter-ethnic peace as its main post-Soviet achievement .	B-LOC O O O O O O B-LOC O O O O O O O O O O O O B-MISC O O
ABC	B-ORG
-DOCSTART-	O
-DOCSTART-	O
Puchon 0 Suwon 0 ( halftime 0-0 )	B-ORG O B-ORG O O O O O
The article did not spell out exactly how the sea lions manage to tag the whales but said in training they were taught to stick a radio transmitter on to a plastic model of a whale using suction cups .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Thirty killed as floods plunge Lahore into chaos .	O O O O O B-LOC O O O
The deposit date is September 5 , 1996 .	O O O O O O O O O
" It goes without saying that we 're rather disappointed , " Head said of the decision by the U.S. Court of Appeals for the Fourth Circuit , sitting in Baltimore .	O O O O O O O O O O O O B-PER O O O O O O B-ORG I-ORG I-ORG I-ORG O O B-ORG I-ORG O O O B-LOC O
Carlton 21 14 0 7 2009 1844 108.9 56	B-ORG O O O O O O O O
Bob Dole , the Republican presidential nominee , tried and failed to insert a tolerance clause in his party 's platform recognizing the validity of those within the party who supported abortion rights .	B-PER I-PER O O B-MISC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
MONROVIA 1996-08-22	B-LOC O
Two died later in hospital .	O O O O O O
Scorers :	O O
Along with Mayfiar at 277 for the tournament were Steve Stricker , who had a 68 , and Duffy Waldorf , with a 66 .	O O B-PER O O O O O O B-PER I-PER O O O O O O O B-PER I-PER O O O O O
That resulted in general elections in March 1973 when the Peronists led by Hector Campora and Vicente Solano Lima returned to power .	O O O O O O O O O O B-ORG O O B-PER I-PER O B-PER I-PER I-PER O O O O
Men 's 800 metres	O O O O
There were apparently no adults at the party as the father of the family who lived in the house was out of town and the mother died more than a year ago , Black said .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PER O O
The BOJ governor has made it clear that the BOJ 's policy is aimed at ensuring basis for economic recovery .	O B-ORG O O O O O O O B-ORG O O O O O O O O O O O
-DOCSTART-	O
Stomil Olsztyn 7 2 3 2 9 9 9	B-ORG I-ORG O O O O O O O
Affleck 74 73 .	B-PER O O O
PRESS DIGEST - Sri Lankan Newspapers - August 27 .	O O O B-MISC I-MISC O O O O O
Cricket - India 226-5 in 50 overs v Sri Lanka .	O O B-LOC O O O O O B-LOC I-LOC O
ST LOUIS 67 59 .532 1/2	B-ORG I-ORG O O O O
- Building materials firm CRH refused to comment on reports that it is about to pay 180 million pounds stering for U.S. stone and concrete business Tilcon Inc .	O O O O B-ORG O O O O O O O O O O O O O O O O B-LOC O O O O B-ORG I-ORG O
-DOCSTART-	O
NAC Breda 3 1 1 1 2 2 4	B-ORG I-ORG O O O O O O O
Total ( for one wicket ) 48	O O O O O O O
Note : Top eight teams qualify for the quarter-finals .	O O O O O O O O O O
These are some of the leading stories in the official Iraqi press on Thursday .	O O O O O O O O O O B-MISC O O O O
-- Seaford Union Free School District , N.Y. , $ 5 million school bonds .	O B-LOC I-LOC O O O O B-LOC O O O O O O O
Belgium 's Kredietbank has approved a $ 6.5 million loan to India 's Welspun Stahl Rohren Ltd ( WSRL ) to part-finance its submerged arc welded pipes plant , the Indian company said in a statement on Wednesday .	B-LOC O B-ORG O O O O O O O O B-LOC O B-ORG I-ORG I-ORG I-ORG O B-ORG O O O O O O O O O O O B-MISC O O O O O O O O
Two civilians were killed in the Iraqi bombing , " IRNA quoted the radio report as saying .	O O O O O O B-MISC O O O B-ORG O O O O O O O
The rest of the Indian batting was generally tied down by brilliant fielding and some fairly tight bowling , although ex-captain Mohamed Azharuddin chipped in with 58 , adding 129 with Tendulkar off 28 overs , before being stumped .	O O O O B-MISC O O O O O O O O O O O O O O O O B-PER I-PER O O O O O O O O B-PER O O O O O O O O
Brann 19 8 5 6 40 37 29	B-ORG O O O O O O O
SOCCER - ENGLISH LEAGUE STANDINGS .	O O B-MISC O O O
Netanyahu and Levy 's spokesmen said they could not confirm it .	B-PER O B-PER O O O O O O O O O
Final figures for June pegged can stock shipments at 40,144 tonnes , up 2.4 percent year-on-year .	O O O O O O O O O O O O O O O O O
Results of Major League	O O B-MISC I-MISC
The committee 's last tour was in September 1995 in Belgium , Luxembourg and the Netherlands .	O O O O O O O O O O B-LOC O B-LOC O O B-LOC O
With Democrats gathering in Chicago to start a convention on Monday to nominate him for a second term as president , Clinton plans a steady parade of events designed to highlight his leadership and dim the glow of the just-concluded Republican conclave that gave a boost to rival Bob Dole .	O B-MISC O O B-LOC O O O O O O O O O O O O O O O O B-PER O O O O O O O O O O O O O O O O O O B-MISC O O O O O O O B-PER I-PER O
It could be a sobering experience for the Kremlin security chief who , just two months after being appointed by the president and two heady weeks after taking charge of the Chechen crisis , had promised to wrap up the 20-month war by the weekend .	O O O O O O O O B-LOC O O O O O O O O O O O O O O O O O O O O O O B-MISC O O O O O O O O O O O O O O
DIYARBAKIR , Turkey 1996-08-28	B-LOC O B-LOC O
- VNU 3,060 843 4.70	O B-ORG O O O
He was responsible for the establishment of the European Coal and Steel Community .	O O O O O O O O B-ORG I-ORG I-ORG I-ORG I-ORG O
Russian serial killer strikes again .	B-MISC O O O O O
Summary of Monday 's English	O O O O B-MISC
KIRKLAND , Wash .	B-LOC O B-LOC O
Tuesday .	O O
SUNDAY , AUGUST 25TH SCHEDULE	O O O O O
Chonnam 0 2 1 4 5 2	B-ORG O O O O O O
PARIS 1996-08-28	B-LOC O
6. Pier Francesco Chili ( Italy ) Ducati 175	O B-PER I-PER I-PER O B-LOC O B-ORG O
Cyprien , also fined 10,000 Swiss francs ( $ 8,400 ) , traded punches with St Gallen 's Brazilian player Claudio Moura after a match on Saturday .	B-PER O O O O B-MISC O O O O O O O O O B-ORG I-ORG O B-MISC O B-PER I-PER O O O O O O
Only France and Britain backed Fischler 's proposal .	O B-LOC O B-LOC O B-PER O O O
" Yeah , you know it 's fun , it 's always fun when you 've got a chance to go to the ballpark and win a game that 's important , " said Rodriguez . "	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PER O O
Palestinians reopened their shops on Thursday at the end of a four-hour strike called by President Yasser Arafat to protest against Israel 's policy on Jewish settlements and Jerusalem , witnesses said .	B-MISC O O O O O O O O O O O O O O O B-PER I-PER O O O B-LOC O O O B-MISC O O B-LOC O O O O
Hanson ( 11-15 ) allowed three hits , walked three and struck out four to snap a personal three-game losing streak .	B-PER O O O O O O O O O O O O O O O O O O O O O
-DOCSTART-	O
A European Union sale of 234,324 tonnes of German intervention barley is worth some $ 145 per tonne fob Germany and is mostly destined for Saudi Arabia , European grain sources said on Thursday .	O B-ORG I-ORG O O O O O B-MISC O O O O O O O O O O B-LOC O O O O O B-LOC I-LOC O B-MISC O O O O O O
73 Ross McFarlane , Domingo Hospital ( Spain ) , Seve Ballesteros	O B-PER I-PER O B-PER I-PER O B-LOC O O B-PER I-PER
That 's all I said , " he replied as he was shaking hands with well-wishers .	O O O O O O O O O O O O O O O O O
Hanwha 3 Haitai 2	B-ORG O B-ORG O
BUENOS AIRES 1996-08-26	B-LOC I-LOC O
Scores : Australia 263-7 in 50 overs , Zimbabwe 138 all out in 41 overs .	O O B-LOC O O O O O B-LOC O O O O O O O
( Barcelona win 6-5 on aggregate )	O B-ORG O O O O O
Marathon talks between the two former allies on Tuesday night and Wednesday morning failed to resolve the dispute over the role of Takemura , seen by Hatoyama backers as tainted by his senior role in the LDP-dominated coalition .	O O O O O O O O O O O O O O O O O O O O O O B-PER O O O B-PER O O O O O O O O O B-MISC O O
M. Atherton b Waqar Younis 31	B-PER I-PER O B-PER I-PER O
-DOCSTART-	O
-DOCSTART-	O
2. Heike Drechsler ( Germany ) 6.65	O B-PER I-PER O B-LOC O O
Net profit 9.050 vs 6.03	O O O O O
D. Cork c Moin Khan b Waqar Younis 0	B-PER I-PER O B-PER I-PER O B-PER I-PER O
The government has denied the charge and blames the MQM for much of the violence that killed 2,000 people in the city last year .	O O O O O O O O O B-ORG O O O O O O O O O O O O O O O
THE MUSLIM	B-ORG I-ORG
A 400,000 barrel cargo of Ecuadorian Oriente and 960,000 barrels of Nigerian Escravos was awarded in a tender for Oct 15-18 late last week , but price information remains vague .	O O O O O B-ORG I-ORG O O O O B-MISC B-ORG O O O O O O O O O O O O O O O O O O
Basle 8 2 3 3 12 11 9	B-ORG O O O O O O O
He denied having said in a recent newspaper interview that the CRR could be raised if necessary .	O O O O O O O O O O O O O O O O O O
BEIRUT 1996-08-22	B-LOC O
-- Colombo newsroom tel 941-434319	O B-LOC O O O
Last October he was invited to attend the referendum held on Iraq 's presidency , which extended Saddam 's term for seven more years .	O O O O O O O O O O O B-LOC O O O O O B-PER O O O O O O O
-DOCSTART-	O
Rebels of the Revolutionary United Front agreed a ceasefire in April .	O O O B-ORG I-ORG I-ORG O O O O O O
The nation 's new welfare reform law limits eligibility , gives states more power and ends direct federal aid for poor children .	O O O O O O O O O O O O O O O O O O O O O O O
Sunday , September 1 :	O O O O O
" I 'm broke .	O O O O O
3. Malgorzata Rydz ( Poland ) 2:39.00	O B-PER I-PER O B-LOC O O
Swiss arrest Rwandan on genocide suspicion .	B-MISC O B-MISC O O O O
-DOCSTART-	O
Viking 20 7 7 6 33 24 28	B-ORG O O O O O O O
-DOCSTART-	O
The magazine said video cameras had also been used to film the couple and that a sound-track existed .	O O O O O O O O O O O O O O O O O O O
4 - Conchita Martinez ( Spain ) beat Ruxandra Dragomir ( Romania ) 6-2 6-0	O O B-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O O O
Investigators are probing several other cases .	O O O O O O O
A spokesman for Merrill Lynch said the bank was preparing to issue a note on the sector . "	O O O B-ORG I-ORG O O O O O O O O O O O O O O
Guillaume Raoux ( France ) beat Filip Dewulf ( Belgium ) 7-6 ( 7-5 ) 3-6 1-6 6-4 7-5	B-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O O O O O O O O O
8 - Lindsay Davenport ( U.S. ) beat Adriana Serra-Zanetti ( Italy ) 6 - 2 6-1	O O B-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O O O O O
Pires , one of the most promising strikers in the country , was called up for the first time this week by French manager Aime Jacquet for a friendly against Mexico on Saturday at the Parc des Princes .	B-PER O O O O O O O O O O O O O O O O O O O O O B-MISC O B-PER I-PER O O O O B-LOC O O O O B-LOC I-LOC I-LOC O
Carlton 13.18 ( 96 ) Footscray 9.12 ( 66 )	B-ORG O O O O B-ORG O O O O
One lap behind :	O O O O
Belgian police said an officer had visited Bratislava to talk with Slovak detectives about An and Eefje and other disappearances , and he planned to go also to Prague .	B-MISC O O O O O O B-LOC O O O B-MISC O O B-PER O B-PER O O O O O O O O O O O B-LOC O
DIRECT EQUITY TRADES ON THE CZECH PSE - AUG 27 .	O O O O O B-MISC B-ORG O O O O
-- Amsterdam newsdesk +31 20 504 5000 ( Fax 020-504-5040 )	O B-LOC O O O O O O O O O
BUCHAREST 1996-08-28	B-LOC O
Scarborough 3 1 2 0 4 2 5	B-ORG O O O O O O O
West Coast 24 .	B-ORG I-ORG O O
Lille 3 Rennes 1	B-ORG O B-ORG O
Exeter 1 Doncaster 1	B-ORG O B-ORG O
-DOCSTART-	O
Other issues affecting ties include plans by an Australian cabinet minister to visit Taiwan , a security pact between Canberra and Washington and a possible visit to Australia next month by Tibet 's exiled spiritual leader the Dalai Lama .	O O O O O O O O B-MISC O O O O B-LOC O O O O O B-LOC O B-LOC O O O O O B-LOC O O O B-LOC O O O O O B-PER I-PER O
David Cowan , Internet Startup founder and acting chief executive , is a general partner of Bessemer .	B-PER I-PER O B-ORG I-ORG O O O O O O O O O O O B-ORG O
He said : " We cannot accept constraints on our option as long as nuclear weapon states continue to rely on their nuclear arsenals for their security " .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
-DOCSTART-	O
The differential is not normally as wide as this , " he added .	O O O O O O O O O O O O O O
U.S. premiums added to LME official cash settlement price , except for copper , which is added to the COMEX spot month .	B-LOC O O O B-ORG O O O O O O O O O O O O O O B-MISC O O O
Stansted , London 's third-busiest airport after Heathrow and Gatwick , is located about 30 miles ( 48 km ) northeast of the capital .	B-LOC O B-LOC O O O O B-LOC O B-LOC O O O O O O O O O O O O O O O
I do n't know if I can go any faster .	O O O O O O O O O O O
Marcos Ondruska ( South Africa ) vs. Felix Mantilla ( Spain )	B-PER I-PER O B-LOC I-LOC O O B-PER I-PER O B-LOC O
St Pauli 3 1 1 1 7 7 4	B-ORG I-ORG O O O O O O O
Quarterly	O
-DOCSTART-	O
At the end of a January 1967 concert in the English city of Nottingham he threw the sheet of paper into the audience , where it was retrieved by a fan .	O O O O O O O O O O B-MISC O O B-LOC O O O O O O O O O O O O O O O O O O
Port Vale 3 0 2 1 2 4 2	B-ORG I-ORG O O O O O O O
PSV 's main rivals for the title , defending champions Ajax Amsterdam , celebrated the novelty of having the roof of their new 51,000 seat stadium closed against the rain , with a 1-0 win over AZ Alkmaar .	B-ORG O O O O O O O O O B-ORG I-ORG O O O O O O O O O O O O O O O O O O O O O O O O B-ORG I-ORG O
FLORIDA 58 69 .457 21 1/2	B-ORG O O O O O
The event was part of an opposition campaign launched on August 14 , Pakistan 's independence day .	O O O O O O O O O O O O O B-LOC O O O O
-DOCSTART-	O
Hong Kong police regularly catch hundreds of illegal immigrants and people who have overstayed their visas from mainland China and send them back .	B-LOC I-LOC O O O O O O O O O O O O O O O O B-LOC O O O O O
Le Havre 3 0 1 1 1 3 1	B-ORG I-ORG O O O O O O O
BOGOTA , Colombia 1996-08-25	B-LOC O B-LOC O
-DOCSTART-	O
6-3	O
Swindon 2 0 1 1 1 3 1	B-ORG O O O O O O O
" They were pretty much in line with our estimate of 1.210 billion , " said Peter Roe , at Paribas in London . "	O O O O O O O O O O O O O O O O B-PER I-PER O O B-ORG O B-LOC O O
The fledgling company , established in a ground-floor office here over the last two weeks , has received venture financing from Bessemer Venture Partners of Menlo Park , Calif ..	O O O O O O O O O O O O O O O O O O O O O B-ORG I-ORG I-ORG O B-LOC I-LOC O B-LOC O
Hyundai 54 5 47 .533 7 1/2	B-ORG O O O O O O
Feyenoord Rotterdam 1 0 1 0 1 1 1	B-ORG I-ORG O O O O O O O
