text_a	label
" Airport officials declared an emergency situation at the highest level and the fire brigade put out the flames while the plane was landing , " he said .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Flight-related fees ( Dm million ) 125 up 17 pct	O O O B-MISC O O O O O O
Corporate America is planning major changes in employee compensation in the next few years , according to a recent study .	O B-LOC O O O O O O O O O O O O O O O O O O O
Owens 's widow Ruth is not well enough to attend but a message from her will be read out during the meeting and one of the sprinter 's relatives is expected to attend .	B-PER O O B-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Rugby star once linked to Princess Diana divorces .	O O O O O O B-PER O O
10. Kispest 3 1 1 1 6 7 4	O B-ORG O O O O O O O
Sale Amount : 1,820,000	O O O O
After breaking the world record for the women 's mile in Zurich last Wednesday , the Olympic 800 and 1,500 metres champion clocked two minutes 28.98 seconds over 1,000 at the Brussels grand prix meeting .	O O O O O O O O O O O B-LOC O O O O B-MISC O O O O O O O O O O O O O O B-LOC O O O O
Mohamed Ali Khalfallah , spokesman for the Movement of Socialist Democrats ( MDS ) said that a bailiff who was accompagnied by policemen , on Saturday ordered the party to leave the building .	B-PER I-PER I-PER O O O O B-ORG I-ORG I-ORG I-ORG O B-ORG O O O O O O O O O O O O O O O O O O O O O
Market turnover was 3.8 billion francs , about average for the quiet August period , including 2.6 billion on the most actively traded CAC-40 shares .	O O O O O O O O O O O O O O O O O O O O O O O B-MISC O O
JERUSALEM 1996-08-25	B-LOC O
Ivanisevic hit 32 aces but was outplayed from the back court by the 24-year-old Tillstrom .	B-PER O O O O O O O O O O O O O B-PER O
" This may explain some mistakes against some journalists and writers , " he said .	O O O O O O O O O O O O O O O O
BASKETBALL - OLYMPIAKOS BEAT DINAMO 69-60 .	O O B-ORG O B-ORG O O
At Worcester : Warwickshire 310 ( A. Giles 83 , T. Munton 54 not	O B-LOC O B-ORG O O B-PER I-PER O O B-PER I-PER O O
The hijackers told the crew they had grenades and other explosives and threatened to blow up the plane if they were not taken to London .	O O O O O O O O O O O O O O O O O O O O O O O O B-LOC O
Norris said Tuesday 's surgery involved placing five balloons in DeJesus 's forehead , shoulders and the back of her neck and partially filling them with a saline solution .	B-PER O O O O O O O O O B-PER O O O O O O O O O O O O O O O O O O O
" We change lanes all the time in Barcelona .	O O O O O O O O B-LOC O
More than 100 delegates flew in from around the world to elect a successor .	O O O O O O O O O O O O O O O
Division A	O O
Bochum 1 Arminia Bielefeld 1	B-ORG O B-ORG I-ORG O
Lech Poznan 7 5 0 2 12 9 15	B-ORG I-ORG O O O O O O O
Lierse 4 1 3 0 7 3 6	B-ORG O O O O O O O
3. Lee Westwood 301,972	O B-PER I-PER O
China was the last declared nuclear power to announce a halt to testing .	B-LOC O O O O O O O O O O O O O
Scoreboard in the Singer World	O O O B-MISC I-MISC
6. Eleonora Berlanda ( Italy ) 2:43.44	O B-PER I-PER O B-LOC O O
The fighting has threatened a U.S.-led peace plan to unite the mountainous Kurdish region in northern Iraq against President Saddam Hussein .	O O O O O B-MISC O O O O O O B-MISC O O O B-LOC O O B-PER I-PER O
lost , winning percentage and games behind ) :	O O O O O O O O O
The killing was under investigation , she said .	O O O O O O O O O
CAIRO 1996-08-27	B-LOC O
" They ( the insurgents ) should first give up their violent activities , " Home ( Interior ) Minister Khum Bahadur Khadga said .	O O O O O O O O O O O O O O O O O O O O B-PER I-PER I-PER O O
Tamil Tiger rebels have sent 12 female suicide bombers to stage simultaneous attacks on President Chandrika Kumaratunga 's motorcade in Colombo .	B-ORG I-ORG O O O O O O O O O O O O O B-PER I-PER O O O B-LOC O
Shares in Spanish oil and chemicals group Repsol were up 65 pesetas to 4,150 after the company announced net first half profits fell 1.1 percent to 61.45 billion pesetas on the previous year .	O O B-MISC O O O O B-ORG O O O O O O O O O O O O O O O O O O O O O O O O O O
Rennes 3 1 0 2 4 6 3	B-ORG O O O O O O O
Port of Tauranaga year profit climbs .	O O B-LOC O O O O
Northamptonshire 24 points , Sussex 8 .	B-ORG O O O B-ORG O O
Premiership standings ( tabulate under played , won , drawn ,	O O O O O O O O O O O
" But there were more observers and passers by , " he said .	O O O O O O O O O O O O O O
GKS Katowice 1 Polonia Warsaw 0	B-ORG I-ORG O B-ORG I-ORG O
-DOCSTART-	O
- Revenue $ 15,400 $ 10,000	O O O O O O
-DOCSTART-	O
" The fires keep moving back because of the winds , " he said , forcing the utility to shut those transmission lines for a second time this week .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Women 's 200 metres	O O O O
Leading second round	O O O
Officials said lack of funding had delayed the process .	O O O O O O O O O O
Men 's triple jump	O O O O
A lower court issued the injunction on Friday and ordered Lloyd 's to give investors , known as Names , more information before requiring them to decide whether to accept a settlement offer as part of a reorganisation plan .	O O O O O O O O O O B-ORG I-ORG O O O O O O B-MISC O O O O O O O O O O O O O O O O O O O O O
Talks between Russia 's Alexander Lebed and Chechen separatist leaders were going well on Thursday and the two sides were working out a detailed schedule on how to stop the war , a Lebed aide said .	O O B-LOC O B-PER I-PER O B-MISC O O O O O O O O O O O O O O O O O O O O O O O O O B-PER O O O
-DOCSTART-	O
-DOCSTART-	O
-DOCSTART-	O
Australian police on Wednesday continued to hunt a gunman in dense bushland after he killed his wife and wounded three other people , warning the man is extremely dangerous and may take a hostage to escape .	B-MISC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
TEXAS AT MINNESOTA	B-ORG O B-LOC
+1 Ernie Els ( South Africa ) through 8	O B-PER I-PER O B-LOC I-LOC O O O
TENNIS - RESULTS AT CANADIAN OPEN .	O O O O B-MISC I-MISC O
-DOCSTART-	O
Professor Tom Lodge of the University of the Witwatersrand demurred , saying :	O B-PER I-PER O O B-ORG I-ORG I-ORG I-ORG O O O O
Results of Bundesliga matches	O O B-MISC O
BASEBALL - CUBS EDGE BRAVES WITH RUN IN TOP OF NINTH .	O O B-ORG O B-ORG O O O O O O O
SOCCER - NICE SACK COACH EMON .	O O B-ORG O O B-PER O
Jason Wong ( Malaysia ) beat Abdul Samad Ismail ( Malaysia ) 16-18	B-PER I-PER O B-LOC O O B-PER I-PER I-PER O B-LOC O O
( Haessler 33rd , Dundee 45th , Keller 90th ) .	O B-PER O O B-PER O O B-PER O O O
4. Andi Kanstinger ( Germany ) Honda	O B-PER I-PER O B-LOC O B-ORG
TUE McCarthy YR DIV 36.8 32.0-43.0 28.0	O B-ORG O O O O O
Asif Mujtaba not out 1	B-PER I-PER O O O
PARIS 1996-08-27	B-LOC O
$ 22,980,000 RFDG , SER .	O O O O O O
Standings after weekend matches ( tabulate under played , won ,	O O O O O O O O O O O
Atlante 3 2 1 0 6 2 7	B-ORG O O O O O O O
7 ( 151 ) Melbourne 11.12 ( 78 )	O O O O B-ORG O O O O
In New York , Wally Whitehurst allowed two runs over seven innings for his first win in more than two years and Paul O'Neill 's three-run double snapped a sixth-inning tie as the New York Yankees held on for a 5-4 victory over the Oakland Athletics .	O B-LOC I-LOC O B-PER I-PER O O O O O O O O O O O O O O O O B-PER I-PER O O O O O O O O O B-ORG I-ORG I-ORG O O O O O O O O B-ORG I-ORG O
Results of Major League	O O B-MISC I-MISC
MAE SOT , Thailand 1996-08-25	B-LOC I-LOC O B-LOC O
Hideo Nomo allowed a run in seven innings for his fifth win in seven road starts and Greg Gagne capped a three-run fourth with a two-run homer as the Los Angeles Dodgers claimed a 5-1 victory the Montreal Expos on Tuesday .	B-PER I-PER O O O O O O O O O O O O O O O B-PER I-PER O O O O O O O O O O B-ORG I-ORG I-ORG O O O O O B-ORG I-ORG O O O
Unbeaten in four matches , they still trail leaders Lens by one point .	O O O O O O O O O B-ORG O O O O
AMSTERDAM 1996-08-22	B-LOC O
Anyang 0 3 0 5 5 3	B-ORG O O O O O O
Florida 6 ST LOUIS 3	B-ORG O B-ORG I-ORG O
OAKLAND 63 72 .467 13 1/2	B-ORG O O O O O
TENNIS - NEWCOMBE PONDERS HIS DAVIS CUP FUTURE .	O O B-PER O O B-MISC I-MISC O O
Hamburg 0 VfB Stuttgart 4 ( Balakov 29th , Bobic 47th and 60th ,	B-ORG O B-ORG I-ORG O O B-PER O O B-PER O O O O
HINA said the church in the small village of Karin Gornji , 30 km ( 19 miles ) north of Zadar , was destroyed by the morning attack .	B-ORG O O O O O O O O B-LOC I-LOC O O O O O O O O O B-LOC O O O O O O O O
race on Sunday .	O O O O
Result of an Austrian first	O O O B-MISC O
lost , winning percentage and games behind ) :	O O O O O O O O O
" The President of the Republic Costis Stephanopoulos signed the decree for the dissolution of parliament , " a presidency statement said .	O O O O O B-MISC B-PER I-PER O O O O O O O O O O O O O O O
( Denmark ) 66 68 , Pedro Linhart ( Spain ) 67 67 , Michael	O B-LOC O O O O B-PER I-PER O B-LOC O O O O B-PER
Huracan 0 Lanus 0	B-ORG O B-ORG O
OFK Kikinda 3 2 0 1 4 1 6	B-ORG I-ORG O O O O O O O
Martin overcame Cedric Pioline of France 2-6 6-2 6-4 and O'Brien beat Mikael Tillstrom of Sweden 6-3 2-6 6-3 .	B-PER O B-PER I-PER O B-LOC O O O O B-PER O B-PER I-PER O B-LOC O O O O
It is not known what caused the delay in the peace plan .	O O O O O O O O O O O O O
Felicia Ballanger of France confirmed her status as the world 's number one woman sprinter when she retained her title at the world cycling championships on Friday .	B-PER I-PER O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O
According to figures released by the Oklahoma Climatological Survey , an average of 20.19 inches fell across the state between March 1 and August 26 , 1996 .	O O O O O O B-MISC I-MISC I-MISC O O O O O O O O O O O O O O O O O O O
TUE Iscor YR DIV 15.0 14.5-16.5 16.5	O B-ORG O O O O O
3. Vialle 293	O B-PER O
CENTRAL DIVISION	B-MISC I-MISC
CAIRO 1996-08-28	B-LOC O
LONDON 1996-08-22	B-LOC O
ATHLETICS - ROVERETO INTERNATIONAL MEETING RESULTS .	O O B-MISC I-MISC O O O
The country has only 3.5 million people in an area about the size of Britain or Japan .	O O O O O O O O O O O O O O B-LOC O B-LOC O
Japan July refined zinc imports off 47.5 pct yr / yr .	B-LOC O O O O O O O O O O O
Activist groups are no longer seen by British firms as a harmless , badly organised ragbag of students and hippies .	O O O O O O O B-MISC O O O O O O O O O O O O O
U.S. , British and French planes have been patrolling the skies of northern Iraq since shortly after the 1991 Gulf War to shield Iraq 's Kurds from any attack by Iraqi troops .	B-LOC O B-MISC O B-MISC O O O O O O O O B-LOC O O O O O B-MISC I-MISC O O B-LOC O B-MISC O O O O B-MISC O O
One year 10.5 pct 10.95	O O O O O
Iran 's deputy representative to the United Nations , Majid Takht Ravanchi , made the allegations in a letter to U.N. Secretary-General Boutros Boutros-Ghali on Friday , the agency said .	B-LOC O O O O O B-ORG I-ORG O B-PER I-PER I-PER O O O O O O O O B-ORG O B-PER I-PER O O O O O O O
4. McLaren 41	O B-ORG O
Summary of Consolidated Financial Data	O O B-ORG I-ORG I-ORG
Rangers 1 Dundee United 0	B-ORG O B-ORG I-ORG O
He said he believed all six were being held in the mission compound at Mapourdit and were reported to be in good health .	O O O O O O O O O O O O O O B-LOC O O O O O O O O O
Prime Minister Costas Simitis criticized Evert today for unleashing a seven-point economic package that offers tax relief to merchants and other professionals , higher pensions to farmers and support for small business .	O O B-PER I-PER O B-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O
Dan Jensen ( Australia ) beat Anders Thoren ( Sweden ) 8-15 15-12	B-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O O O
" When talking to Tarmac about the M3 link ( through Twyford Down ) they made it fairly clear that their risk assessment methods have been changed and now involve a very clear environmental risk analysis . "	O O O O B-ORG O O B-LOC O O O B-LOC I-LOC O O O O O O O O O O O O O O O O O O O O O O O O O
15-7	O
A. Stewart b Mushtaq Ahmed 44	B-PER I-PER O B-PER I-PER O
Leading prize money	O O O
" Most of the Olympic champions of the past are coming including Britain 's ( 1980 champion ) Allan Wells .	O O O O B-MISC O O O O O O O B-LOC O O O O O B-PER I-PER O
Algerian security forces have shot dead three Moslem guerrillas suspected of killing a leading French bishop in western Algeria , the Algerian state-run television said on Thursday .	B-MISC O O O O O O B-MISC O O O O O O B-MISC O O O B-LOC O O B-MISC O O O O O O
PHILADELPHIA AT SAN DIEGO	B-ORG O B-LOC I-LOC
NICOSIA 1996-08-24	B-LOC O
-DOCSTART-	O
FORT LAUDERDALE , Fla. 1996-08-26	B-LOC I-LOC O B-LOC O
Thursday at the 7,149 yard , par 70 Firestone C.C course	O O O O O O O O B-LOC I-LOC O
South Africa 's truth commission begins issuing subpoenas this week in a bid to dig beneath the political rationales and find the sinister figures who have the blood of the country 's race war on their hands .	B-LOC I-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
for , against , points ) :	O O O O O O O
" These rules are intended to empower all investors , by allowing their orders to compete on a level playing field , and by providing the disclosure they need to make informed decisions , " said SEC Chairman Arthur Levitt .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ORG O B-PER I-PER O
" With high-yielding markets Italy will be a lot more vulnerable in September on economic and political fronts , so I would use current the low level of vol to buy options .	O O O O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Bowling : Lewis 23-3-112-0 , Mullally 37.1-7-97-3 , Croft	O O B-PER O O B-PER O O B-PER
" The very first thing we thought about after we knew we would be promoted was the game against Betar Jerusalem , " said Taibe supporter Karem Haj Yihye .	O O O O O O O O O O O O O O O O O O O B-ORG I-ORG O O O B-ORG O B-PER I-PER I-PER O
draws for the UEFA cup and the cup 's winners cup involving Greek	O O O B-ORG O O O O O O O O B-MISC
China has been accused of a wide range of human rights abuses , often in violation of its own legal code , in an effort to silence dissent .	B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Jonas Bjorkman ( Sweden ) beat Karol Kucera ( Slovakia ) 6-2 5-7 7- 6 ( 7-3 ) 7-5	B-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O O O O O O O O O
-DOCSTART-	O
-DOCSTART-	O
Cyprus - Klimis Alexandrou ( 75th ) , Kostas Malekos ( 80th )	B-LOC O B-PER I-PER O O O O B-PER I-PER O O O
He faces Republican challenger Bob Dole in the November 5 presidential election .	O O B-MISC O B-PER I-PER O O O O O O O
Mostostal plans to use the proceeds from the issues to add companies to its holding and modernise its plant .	B-ORG O O O O O O O O O O O O O O O O O O O
A presidential spokesman said on Monday Yeltsin was in Moscow but could give no details about his agenda or whether meetings were planned .	O O O O O O B-PER O O B-LOC O O O O O O O O O O O O O O
Ijaz Ahmed not out 58	B-PER I-PER O O O
Inter Bratislava 4 1 1 2 4 6 4	B-ORG I-ORG O O O O O O O
-DOCSTART-	O
Brunswijk , 35 , denied the charges and said he had merely defended himself when Pinas attacked him with a bottle .	B-PER O O O O O O O O O O O O O O B-PER O O O O O O
Eight people died on Sunday in a blaze at a Moscow casino which the fire service said might have been started deliberately , Interfax news agency said .	O O O O O O O O O O B-LOC O O O O O O O O O O O O B-ORG O O O O
NEW YORK 1996-08-29	B-LOC I-LOC O
8. Yoshikawa 38:35.297	O B-PER O
Attendance 7,250 .	O O O
In 1986 Romania suffered an epidemic of the more dangerous bacterial meningitis which has killed some 15,000 people in central Africa this year .	O O B-LOC O O O O O O O O O O O O O O O O O B-LOC O O O
North Melbourne 14.12 ( 96 ) Geelong 16.13 ( 109 )	B-ORG I-ORG O O O O B-ORG O O O O
" The ultimatum ( to storm Grozny ) is no longer an issue , " he said quoting Ischinger , who had been sent to Moscow by German Foreign Minister Klaus Kinkel as his personal envoy to urge an end to Moscow 's military campaign in the breakaway region .	O O O O O O B-LOC O O O O O O O O O O O B-PER O O O O O O B-LOC O B-MISC O O B-PER I-PER O O O O O O O O O B-LOC O O O O O O O O
The dollar was at 1.4788 marks and 107.74 yen at the close of European trading compared with 1.4789 marks and 107.55 yen on Monday .	O O O O O O O O O O O O O B-MISC O O O O O O O O O O O
" She is tough to play in that way because she plays very up and down .	O O O O O O O O O O O O O O O O O
PARIS 1996-08-24	B-LOC O
NEW YORK 74 56 .569 -	B-ORG I-ORG O O O O
-DOCSTART-	O
Serbian officials have denied any abuses occurred during a 10-day registration period and the Bosnian Serbs , angry at the postponement of municipal elections , have threatened to hold local polls on their territory without the international community 's blessing .	B-MISC O O O O O O O O O O O O O B-MISC I-MISC O O O O O O O O O O O O O O O O O O O O O O O O O
Draws for the first round of the European club soccer competitions made on Friday ( x denotes seeded team ) :	O O O O O O O B-MISC O O O O O O O O O O O O O
NOTE - Full name of the state-owned German railway company is Deutsche Bahn AG .	O O O O O O O B-MISC O O O B-ORG I-ORG I-ORG O
The newspaper said China advocated the complete ban and destruction of nuclear weapons but that there was little hope other nuclear powers would soon adopt the same stance .	O O O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O
Earlier , the director of the president 's office denied a report in Israel 's Yedioth Ahronoth newspaper that Weizman had already invited Arafat to his private home for talks in the coming week on the future of the Israel-PLO peace process .	O O O O O O O O O O O O O B-LOC O B-ORG I-ORG O O B-PER O O O B-PER O O O O O O O O O O O O O O O B-MISC O O O
Lucerne 8 1 5 2 10 11 8	B-ORG O O O O O O O
The newspaper said it was the central bank 's first public scandal in its 43-year history .	O O O O O O O O O O O O O O O O O
A fire bomb was thrown over the fence into the grounds of the U.S. Consulate-General in Indonesia 's second largest city of Surabaya but no one was hurt , a mission official said on Wednesday .	O O O O O O O O O O O O O B-LOC O O B-LOC O O O O O B-LOC O O O O O O O O O O O O O
Veracruz 3 0 1 2 2 6 1	B-ORG O O O O O O O
BERLIN 1996-08-29	B-LOC O
( Switzerland ) 0	O B-LOC O O
Leeds 22 6 0 16 555 745 12	B-ORG O O O O O O O
W D L PCT GB	O O O O O
BEIJING 1996-08-28	B-LOC O
The outcome was a rebuff for Meri , failing three times to win backing in his bid for a second term as head of state of the former Soviet republic .	O O O O O O B-PER O O O O O O O O O O O O O O O O O O O O O B-MISC O O
Metro slides 3.3 pct after market opens .	B-ORG O O O O O O O
Police commissioner George Grech said the cannabis was found on Friday packed in 500 boxes hidden behind chilli sauce in a container that arrived at Malta Freeport a week ago .	O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O B-LOC I-LOC O O O O
He again dismissed charges that he had distanced himself from the black community during his successful football and commercial career , only to seek their support after he faced murder charges .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Two Thai border police wounded by Burma gunmen .	O B-MISC O O O O B-LOC O O
The same pattern of the past few days persisted with futures declining early on the profit taking before firming late .	O O O O O O O O O O O O O O O O O O O O O
GDANSK , Poland 1996-08-22	B-LOC O B-LOC O
The students were later allowed to return .	O O O O O O O O
Rudyard MT 4.54 dn .10 --- --- --- ---	B-LOC B-LOC O O O O O O O
Morris declined to address the allegations directly in his resignation statement but said he was quitting to avoid becoming a campaign issue .	B-PER O O O O O O O O O O O O O O O O O O O O O O
Shanghai-Ek Chor Motorcycle Co , a Sino-Thai joint venture , opened a new plant to produce gasoline engines in the Pudong New Area of Shanghai , the Xinhua news agency reported on Wednesday .	B-ORG I-ORG I-ORG I-ORG O O B-ORG O O O O O O O O O O O O O B-LOC I-LOC I-LOC O B-LOC O O B-ORG O O O O O O
C. Lewis lbw b Waqar Younis 4	B-PER I-PER O O B-PER I-PER O
In his opinion the quartering of Unita forces must be concluded in all the Angolan territory and the troops must be selected and integrated in the armed forces , the government forces must be concentrated in the principal units and the free circulation of people and goods must be reality in all the country .	O O O O O O B-ORG O O O O O O O B-MISC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
American League	B-MISC I-MISC
" We Albanians , sons of Buzuku , believed our language had a written document but now we do not have it any more , " lamented scholar Musa Hamiti , told of the loss by the Vatican library .	O O B-MISC O O O B-MISC O O O O O O O O O O O O O O O O O O O O O B-PER I-PER O O O O O O O B-LOC O O
NAC Breda 1 Sparta Rotterdam 0	B-ORG I-ORG O B-ORG I-ORG O
3. Stefano Tilli ( Italy ) 10.43	O B-PER I-PER O B-LOC O O
NATO said in a statement received on Wednesday that its military committee would visit the two countries between September 8 and 13 .	B-ORG O O O O O O O O O O O O O O O O O O O O O O
52 seconds	O O
Her attacker , identified only as Jerzy L. , 36 , was arrested by police and will appear in court on Thursday morning , television reported .	O O O O O O B-PER I-PER O O O O O O O O O O O O O O O O O O O
Settat 1 Marrakesh 0	B-ORG O B-ORG O
IMED introduced the world 's first volumetric infusion pump in 1974 .	B-ORG O O O O O O O O O O O
Coltart 72 75 , Paul Lawrie 72 75 , Jose Coceres ( Argentina )	B-PER O O O B-PER I-PER O O O B-PER I-PER O B-LOC O
LONDON 1996-08-28	B-LOC O
1995 - The Fourth World Conference on Women , the biggest U.N. gathering in history , began in China 's Great Hall of the People with a U.N. declaration that sexual equality was the last great project of the 20th century .	O O O B-MISC I-MISC I-MISC I-MISC I-MISC O O O B-ORG O O O O O O B-LOC O B-LOC I-LOC I-LOC I-LOC I-LOC O O B-ORG O O O O O O O O O O O O O O
